Id,TARGET
10229,low
110206,low
30609,low
61393,low
16937,high
108180,low
99134,low
47281,low
70543,low
63012,low
33072,low
89718,low
64338,low
119552,low
85349,low
111830,low
23488,low
86329,low
6427,low
55300,low
82855,low
76253,low
42221,low
89639,low
110028,low
88362,low
8468,low
102883,low
26599,low
98773,low
6402,low
19281,low
51634,low
89005,medium
90049,low
55767,low
56612,low
122531,low
22600,low
12835,low
62129,medium
116804,low
82269,low
47132,high
84334,medium
15878,low
118617,low
31219,medium
59491,low
116740,high
68856,low
118979,low
49226,medium
68808,low
78571,low
34962,low
122111,low
79032,medium
36164,low
50321,low
116788,low
78372,low
33731,low
106314,high
40860,low
116222,low
31424,low
25281,low
22765,medium
106907,low
41678,low
66371,low
58407,low
49928,low
56501,low
88530,medium
121859,medium
12893,high
4516,low
22547,medium
66434,low
15618,low
30443,low
30084,low
12443,low
49366,low
80877,low
117342,low
62066,low
35408,low
84363,low
88090,low
79773,low
116427,low
49652,high
12916,medium
105339,low
100386,low
53459,low
66430,low
60031,low
42819,low
114910,low
75260,low
97694,low
120433,low
74863,low
25409,low
51599,low
93137,low
55346,low
110532,low
3181,low
36703,low
7855,low
25249,medium
115651,low
118181,medium
12792,low
10151,low
9478,low
113510,medium
105185,low
49437,low
55772,low
19693,low
82479,medium
99654,low
111741,low
45009,high
11540,medium
43924,low
79982,low
31799,low
106236,low
122276,medium
80636,low
75105,medium
70070,medium
76063,low
91311,low
24577,low
89246,low
106769,low
118280,low
39189,low
112475,low
12302,low
88839,low
45819,low
110478,medium
61993,low
77902,low
110746,low
36538,high
5622,low
47439,medium
79724,low
17839,low
22031,medium
111962,low
98723,medium
18918,low
22629,medium
102114,high
61066,low
36205,low
2377,low
47183,low
122340,low
49522,low
99722,low
9914,low
37345,low
56879,low
107746,low
37293,low
9775,low
67762,medium
58120,low
77450,low
24488,low
121054,low
11315,medium
75643,medium
7723,medium
35403,medium
75373,low
74799,low
35851,low
90769,low
117030,low
122984,low
119782,low
73300,low
48792,low
3295,low
65311,low
2256,low
117834,low
95066,low
121349,low
75353,low
21687,medium
120818,low
73058,low
80950,low
40861,medium
119272,low
44359,low
2952,low
56316,low
8630,low
31901,medium
49790,low
109574,medium
63401,low
58723,medium
81193,low
101452,low
78638,medium
40231,low
64622,medium
87204,medium
14239,low
47851,low
22388,low
109018,low
7869,low
31859,medium
77168,low
78568,low
56281,low
71946,low
123251,low
121372,low
1117,low
79723,low
61580,low
8589,low
19727,low
15004,low
111412,low
18719,medium
112030,low
11265,low
83280,low
96427,low
13356,low
18643,medium
57291,low
46932,low
59289,low
122346,low
20893,low
72896,high
68330,low
29079,low
2314,low
38267,low
10154,low
44415,low
116971,low
67895,medium
3393,low
59163,low
53859,low
49309,low
64317,low
6411,low
58741,low
62522,medium
122540,medium
43624,low
51658,low
95740,low
63724,low
68204,low
51134,high
97307,low
70717,low
51362,low
56892,low
93908,low
32961,low
116552,low
7643,low
122721,medium
115334,low
48317,medium
102622,low
115929,low
121986,low
108016,low
67661,low
79449,medium
114052,low
66197,low
35512,medium
3739,medium
90291,low
13581,low
63798,low
12666,low
40423,low
99933,low
40183,low
106645,low
59330,low
112307,low
30121,low
122891,low
34687,low
43140,low
75647,low
29926,low
113622,low
30623,low
108819,low
25095,low
37276,high
27932,low
36228,low
85611,low
67118,low
42064,low
2083,low
3717,low
30654,low
60670,low
44419,low
20613,medium
94453,high
122319,low
29596,low
12635,low
74184,low
92330,low
84318,low
60639,low
95839,low
14550,low
65682,low
69656,low
91801,low
111404,low
2273,low
51180,low
76826,low
119804,low
64624,low
66435,low
84298,low
17560,low
49997,low
99332,low
85917,low
69124,low
61359,low
25867,low
48757,low
74981,low
58790,low
10955,low
10030,low
32680,low
59834,low
30428,low
21206,low
24270,low
60969,low
118767,low
8620,low
75616,medium
18968,low
13575,medium
80559,low
25313,low
59591,low
34556,low
107401,low
6213,low
118825,medium
53080,low
7117,low
31624,low
116627,low
38099,low
123507,low
92965,low
4285,low
79797,high
106500,low
39468,low
11786,low
41240,low
81397,low
46235,low
45193,low
87488,low
12804,low
77058,low
71152,low
1943,low
8588,low
102130,low
52067,medium
35812,medium
54067,low
30757,low
29423,low
41680,low
72537,medium
10430,low
9265,low
23131,low
27652,medium
55667,low
13285,low
45000,low
95062,medium
45691,low
29549,low
33523,low
10662,low
57498,low
77195,low
13862,low
94114,low
11547,low
53627,low
74923,low
2080,low
110971,low
886,medium
95760,low
9807,low
51320,medium
5331,medium
34297,low
23197,low
110708,medium
108552,low
123077,low
64440,low
43338,low
73400,high
116767,low
356,low
70497,low
39088,medium
90669,low
77082,low
52077,low
97533,low
106281,low
118632,low
62521,low
123672,low
123958,low
47107,low
37388,low
56585,low
47947,low
68474,low
107820,medium
28831,low
55618,low
57320,low
2576,low
84353,medium
87901,low
7127,low
87306,low
47536,low
111372,low
75715,low
38113,low
64734,low
27405,low
4363,medium
59461,low
120643,low
96994,low
68905,low
87081,low
61114,low
14657,medium
69278,low
101865,low
51824,medium
33342,low
83524,medium
104657,medium
22771,medium
43025,low
50581,low
19726,low
117347,medium
57403,high
62260,medium
1187,low
8429,low
90864,medium
54026,low
60349,low
82283,low
31079,low
33977,low
76535,low
17147,low
24687,low
95922,low
80987,low
45146,low
35914,low
36258,low
101285,low
104783,low
85292,low
116517,low
114432,low
78887,low
101008,low
60699,low
72489,low
123895,low
114603,low
49665,low
111905,low
76549,low
91785,low
122756,low
83867,high
65555,low
5523,medium
104848,low
46208,low
39514,low
65812,medium
16048,low
101349,medium
2610,low
64344,low
87683,low
35428,low
121483,low
108434,low
103056,low
92558,low
102119,low
96389,low
119169,medium
48167,medium
64165,low
30197,low
61472,low
44134,low
92501,low
54553,low
27326,low
58997,low
35868,low
70173,low
9599,low
82639,low
15468,medium
55967,low
37848,low
108263,medium
85577,low
40110,low
15799,low
80454,low
77054,low
103198,low
123529,low
10880,low
6572,low
117121,low
10516,high
79754,low
893,low
109981,low
25980,low
4470,low
26876,low
89614,low
50676,medium
109848,low
121187,low
95621,medium
72867,low
36899,low
43190,low
80845,low
110083,low
11241,low
63647,medium
11820,low
87287,medium
112324,low
25873,low
117192,low
80901,medium
34310,medium
967,medium
85508,low
86106,low
2471,low
31854,low
88714,low
89419,low
101574,low
6377,low
18801,low
25852,low
53081,medium
120475,medium
28863,low
79139,low
18899,low
46491,low
100812,low
84551,low
53199,low
93635,low
57287,low
67114,medium
57896,medium
21773,low
49084,medium
115916,low
62072,low
101635,high
3262,high
119110,medium
360,low
31022,low
115242,high
37281,low
9578,low
105091,low
61709,low
65396,low
112683,low
11157,low
86949,low
117985,low
122666,low
72355,low
31132,low
69975,low
89838,medium
113463,low
80170,low
87383,low
53823,low
103252,low
80868,low
419,low
3347,medium
119861,low
39344,low
69790,low
73457,low
110241,low
46800,low
57931,low
58891,low
5303,medium
101058,low
40005,medium
102586,low
91952,low
67854,low
70920,low
112831,low
40914,low
103447,low
31184,low
19901,high
92828,low
87312,low
23534,low
13029,low
61798,low
101797,low
99336,low
96719,low
113068,low
13840,low
122967,low
11005,low
25751,low
83541,low
18230,low
98214,low
70405,low
24545,low
16149,low
60953,low
68693,low
111951,low
60628,low
70745,low
39185,low
110185,low
12336,low
92616,low
55495,low
72477,low
58515,medium
82851,low
82767,medium
113135,medium
52076,low
25462,medium
10830,low
30463,low
98250,low
86487,low
97585,low
112279,medium
111900,low
81566,low
20490,low
84473,low
2493,low
2803,low
117882,low
27617,low
5612,low
60132,low
11727,low
21373,medium
102102,low
115034,low
104158,low
119615,low
1809,low
58000,low
69672,low
45639,low
122509,low
54096,low
7705,low
35729,low
28647,low
107051,low
58004,low
66301,low
57375,low
22627,medium
110112,low
53954,low
55036,low
119626,low
86905,low
89902,low
70433,low
44936,low
45487,low
19570,low
72478,low
72175,low
116460,low
26914,low
72516,medium
118522,low
5814,low
28083,medium
48954,low
58824,low
112241,low
2945,low
68230,low
40853,medium
53677,low
52263,medium
85967,low
12018,low
83873,low
115009,low
11642,low
12539,low
91390,low
63851,low
68969,high
88548,medium
46523,low
7083,low
15153,low
71601,low
58618,low
9365,medium
46402,low
56584,low
87444,low
91957,low
44501,high
63573,low
67889,low
16349,low
109369,low
63814,low
104622,low
44520,low
86671,low
5119,medium
4824,low
106979,low
95524,low
103529,low
5325,medium
123223,low
34460,medium
78207,low
65912,low
113425,low
82116,medium
70622,low
73633,low
110504,low
79815,low
117484,low
2280,low
31728,low
25233,low
95408,low
79115,low
37687,low
84166,low
66194,low
77311,low
27383,low
71143,medium
85003,low
31469,low
30531,medium
16674,high
43430,low
80892,low
94955,low
63767,medium
18873,medium
122529,low
109533,low
53665,low
45237,low
76235,low
69250,low
84654,low
8493,low
14549,low
7548,low
52098,low
41496,low
28194,low
47895,low
119870,low
60768,low
13978,low
10666,low
84949,low
56638,low
109299,low
96912,medium
52130,low
49995,low
94087,low
74163,medium
17777,low
12766,low
94701,medium
108376,low
61130,medium
20739,medium
105888,low
46880,low
37821,low
78401,low
62220,low
114157,low
118203,low
60805,low
26609,medium
79789,low
76066,medium
39013,low
59265,low
108563,medium
66632,low
107613,low
109997,low
11262,low
4243,medium
80920,low
45316,low
27353,low
118449,low
102198,low
38344,low
72596,low
59219,medium
34912,low
26771,low
67352,low
117517,medium
6132,low
23354,low
73406,medium
72230,medium
10360,low
122413,low
18668,low
76848,medium
43212,low
67077,medium
114951,low
97014,medium
83497,low
49751,low
79326,low
27223,low
2701,low
25292,low
43725,low
115989,medium
107960,low
93091,medium
57917,low
75274,low
67700,low
28192,low
72414,low
1858,low
90742,low
1180,low
85479,low
110430,low
102569,low
86654,medium
73912,low
21644,low
61682,low
100099,low
85360,low
23545,medium
45506,medium
117480,low
38418,low
108295,low
68599,low
78473,low
44604,low
104779,low
74596,medium
59016,low
2511,low
23967,low
8816,low
52377,low
73971,low
97391,low
97743,low
29399,low
57718,low
1768,low
46508,low
32823,high
23356,low
11861,low
74208,medium
36665,medium
86215,low
50947,low
107446,medium
24678,low
89330,medium
82514,low
29168,medium
84139,medium
4411,low
1701,high
41805,low
116907,medium
120302,low
106712,low
37944,low
117674,low
69763,low
104544,medium
50130,low
49674,low
22178,low
80015,low
90334,medium
36772,low
34159,low
1574,medium
65813,low
100170,low
17767,low
71004,low
29840,low
64205,low
85218,low
111273,low
118287,low
50928,low
106642,low
40168,low
79701,low
52539,low
33646,low
23385,low
116242,low
102676,low
110944,low
37138,low
87836,low
47272,low
67229,low
42182,low
101012,low
116337,low
122622,low
25168,low
31997,low
81698,low
85897,low
75925,low
69467,medium
114889,medium
77266,low
25612,low
46778,medium
82441,low
104129,medium
31107,low
92315,low
75461,medium
21068,medium
29932,low
86903,low
114231,medium
91540,low
24477,low
33088,low
106837,low
12935,medium
96538,low
101106,low
74445,low
49958,high
6703,low
109159,low
102665,low
123630,medium
74783,low
14155,low
54143,low
42466,low
32881,low
36214,low
1957,low
92446,low
93910,low
121325,low
69874,low
70535,low
55795,low
13516,low
123648,low
28876,low
116433,low
87742,low
9135,medium
94613,low
100914,medium
104320,low
40451,low
35490,low
84144,low
48315,low
70635,low
74747,low
18419,medium
105443,low
99127,low
108271,low
13798,low
79014,low
77048,low
117944,low
88129,medium
3611,low
97432,low
48359,medium
65130,medium
85338,medium
72042,low
17796,medium
117720,low
34151,low
11160,medium
45899,low
2708,low
92178,high
81242,medium
40206,medium
120169,low
13339,high
110906,low
89711,low
46535,medium
54800,medium
52054,low
47889,medium
36910,low
23860,low
38678,low
14204,low
43548,low
119628,medium
110844,low
122618,low
70586,low
15156,medium
66565,low
1522,low
60163,medium
61848,low
12672,medium
31891,low
77727,low
50760,medium
3867,low
84506,low
1298,low
114327,low
10770,low
54022,low
117383,low
75674,low
95953,low
120217,low
3302,low
49102,low
88296,low
63411,low
37252,low
118821,low
58291,high
66212,low
98622,medium
83359,low
103429,low
87751,medium
23753,low
17729,low
51028,low
112344,low
25557,low
10454,low
114355,low
115027,low
47070,low
121747,medium
12388,low
9838,low
18076,low
74571,low
92018,low
48213,low
44867,high
16355,low
84151,low
85475,low
70758,low
24091,low
59994,low
49194,high
83097,low
52702,medium
29510,medium
7056,low
4001,low
20895,low
6499,low
118459,low
103772,low
116016,low
73930,low
121201,low
88623,medium
89022,low
102073,low
107891,low
19235,low
65147,low
106976,medium
46642,high
96429,low
87200,low
10086,low
6786,low
115017,low
101523,low
107695,low
120912,low
78883,medium
54135,low
10034,low
90290,low
116901,low
88722,low
42922,low
1934,low
69915,low
47470,low
42888,low
42632,low
31614,low
10085,medium
84069,low
69287,medium
52648,medium
123585,low
37483,low
71568,low
7428,medium
40766,low
98117,low
39899,low
18974,low
7199,low
54761,low
74326,low
65757,low
88168,medium
10648,low
42400,low
64879,low
22210,low
51862,low
42324,low
2615,low
112953,low
122483,low
110193,low
79981,low
92260,low
7323,low
60653,low
28249,low
101041,medium
77088,low
89240,low
63489,low
42918,medium
43632,low
103069,low
114657,low
13927,low
51871,low
11301,low
11081,low
87412,low
6327,low
59065,medium
76597,low
90183,low
114865,low
115563,low
56104,low
13349,low
12977,low
75806,medium
38433,low
122631,low
95385,low
9033,medium
99984,low
47679,medium
59301,low
30309,medium
120231,low
71890,low
97708,low
99362,high
75081,low
36419,low
107418,low
122124,low
108609,medium
24471,low
99639,low
105627,low
114077,low
2112,low
123059,low
15806,low
104569,low
4261,low
88557,low
75989,low
74762,low
121425,low
67281,low
14536,low
46119,low
28642,low
36163,medium
102409,low
43931,low
72235,low
89813,low
14166,high
100976,medium
97987,low
52688,low
49749,low
15441,low
21057,low
93041,low
39377,low
45426,low
5420,low
115999,low
44509,low
28595,medium
52243,low
16501,medium
78007,low
68582,high
36885,low
11313,low
63877,low
94739,low
69717,low
31000,low
24201,low
33176,low
75575,low
63423,low
91757,low
84398,low
97282,low
63529,low
1761,low
79591,low
35616,low
102485,low
61202,low
1041,high
96475,low
18490,low
114089,low
21692,low
69339,medium
54633,high
90495,low
15063,low
114868,medium
111362,low
60970,medium
54613,low
40256,low
53816,low
5326,low
61730,low
66323,low
114498,low
101380,medium
103898,low
48584,medium
117890,low
8314,medium
77306,high
58557,low
74081,low
102646,low
106662,low
16638,low
90259,low
17075,low
3096,low
63930,medium
75199,medium
114452,medium
103032,low
56551,low
27737,low
5945,low
44782,low
38457,low
11022,low
71723,low
111184,low
74466,low
121939,low
90942,low
66013,low
25648,medium
118502,low
11591,low
117332,low
105573,low
26503,low
78942,low
56230,low
117046,medium
87461,low
116428,low
117968,low
113904,low
7640,low
28796,medium
11154,low
102521,low
84202,low
66423,medium
25668,low
109788,low
109371,low
112062,low
78276,medium
53786,low
16743,low
41723,low
87092,low
122901,low
55887,low
115597,low
58126,medium
46153,low
97454,low
99700,low
119745,medium
38864,medium
104012,low
76888,low
54445,low
40098,high
23108,low
1707,low
98503,low
34366,low
13076,low
87485,low
92824,medium
96210,low
10527,low
90824,medium
2223,low
53126,low
5526,low
742,low
43474,low
97288,low
4119,low
18610,low
14968,low
115462,low
71017,low
28196,low
19749,low
3644,low
24173,low
63515,low
52511,low
86617,low
43202,low
40618,low
114804,low
104074,low
55051,low
13180,low
102886,low
80370,medium
2381,low
117572,low
39223,low
83797,low
26212,medium
104640,low
26092,low
14798,medium
9520,low
37310,medium
122870,high
68638,low
47111,low
108378,low
19543,low
43485,high
63793,low
68795,low
106401,low
80923,low
67436,low
31280,low
93344,low
115109,low
24088,low
48398,low
109185,low
74817,low
27128,medium
66031,low
77300,low
30815,low
25300,low
40555,low
38089,medium
1348,low
120817,high
39402,low
96347,medium
26397,low
69228,medium
87620,low
16366,low
1908,low
59033,low
29660,medium
119682,low
27324,low
26998,low
36215,low
99364,low
60737,low
5793,low
119553,medium
77167,low
71090,low
7795,low
33028,low
47884,low
14744,low
108938,low
109781,low
68004,medium
98994,medium
86398,low
99668,low
29112,low
105455,low
28752,low
19649,low
7436,medium
92761,low
56390,low
79712,low
90111,low
87386,low
80026,low
55073,low
106001,high
62276,low
32058,low
78208,low
5585,low
15973,low
35101,low
9072,low
80632,low
77844,low
58194,low
96690,low
110931,medium
89860,low
1578,low
19921,low
54407,low
30326,medium
69980,low
19078,medium
12752,low
5216,low
84647,high
120251,low
106037,low
761,low
100172,low
18672,low
55682,low
52178,medium
3957,low
113325,low
78420,low
45184,low
111244,low
9022,low
100014,low
121604,low
80855,low
111503,low
85879,low
58827,low
83924,medium
111748,low
32780,low
55652,low
27126,low
79997,low
8686,high
62441,low
35389,low
110614,low
70677,low
34671,low
8149,low
83938,high
91272,low
56233,medium
24507,medium
97618,low
58252,low
21567,medium
17516,low
120425,low
81465,low
60451,low
84612,low
97604,low
99414,low
112970,high
56549,medium
62023,low
103910,low
13632,medium
99509,low
114361,low
115726,low
96015,medium
24376,medium
117618,low
48433,low
103550,low
100151,low
66912,medium
38688,low
98839,low
30901,high
48018,low
73208,low
41535,low
4386,low
118578,low
19006,medium
56730,low
48106,high
52788,low
106718,low
109405,low
30331,low
26368,low
22367,low
112269,medium
69258,low
45776,low
28880,low
108066,low
104598,low
56419,medium
91082,low
40046,low
97352,low
57508,medium
22099,low
115064,low
109218,low
48150,medium
34794,low
68877,low
103352,low
123427,low
77930,low
12593,low
61137,low
99174,low
113211,medium
85210,low
26383,low
11560,low
64491,medium
55545,low
37403,low
113173,low
10999,low
119814,low
20118,low
43820,low
21577,medium
82054,low
98670,low
28175,low
23609,low
40573,low
26721,low
466,low
101416,low
61424,low
74750,low
67171,low
85136,low
38527,low
59202,low
39936,low
8215,low
114332,low
38585,low
95852,low
89965,low
72907,medium
72419,low
104986,low
72034,low
105245,medium
123253,low
38498,low
59308,medium
110149,low
76865,low
60309,high
103190,low
35972,high
16406,low
9059,low
74883,low
36619,low
79609,low
83161,low
5708,low
119171,low
67004,high
95159,low
120956,low
84806,low
52364,low
33299,low
118842,low
13034,low
115782,low
97419,low
75201,medium
16486,low
19884,low
36591,low
119473,low
103833,low
44193,low
107949,low
49974,low
47436,low
105074,low
36416,low
104087,low
79361,low
26554,low
111788,low
66246,low
118104,low
63142,low
24474,low
95048,medium
98453,low
44246,low
47137,low
56866,low
70177,low
103482,low
31718,low
7070,low
22956,low
115880,low
110466,low
43260,low
9384,low
69942,low
113527,low
21118,low
47993,low
24521,medium
47481,medium
55127,low
91216,low
18255,low
104884,low
70042,low
83653,low
21768,low
74564,medium
116023,low
115846,low
44088,low
121137,low
59542,medium
8958,low
118399,low
18154,low
47493,medium
52482,low
41477,low
66661,low
95218,low
101956,low
35950,low
75447,high
36938,low
15789,low
101947,high
23118,low
29835,low
12661,low
36576,low
118359,low
45669,low
79670,medium
116899,low
1432,low
70576,low
100837,low
121764,low
85840,medium
79810,low
95702,high
29654,low
68945,low
25029,low
83588,low
79715,low
31216,low
81514,low
79366,medium
94880,medium
61442,low
8437,low
22861,low
27824,medium
115056,low
85882,medium
84044,medium
62542,medium
64028,medium
14684,low
90599,medium
80924,medium
81715,low
103611,low
30580,low
106023,low
49643,low
62388,low
81040,low
86256,low
82,low
56951,low
98058,medium
123545,medium
1596,low
48796,low
33269,low
109455,medium
40872,low
30287,low
17024,low
83398,low
113103,medium
85006,low
10055,low
93402,low
122224,medium
99180,low
106287,low
32402,low
20633,low
110398,low
647,low
78288,low
93737,medium
2713,low
79484,low
42475,low
73235,low
33216,low
16863,medium
91767,low
29293,low
48933,low
79739,medium
99347,low
39793,low
28974,low
79828,low
92354,low
25144,medium
45328,low
116320,medium
105649,low
12313,low
25728,low
32024,low
2429,low
34806,medium
16251,high
64443,low
45727,low
114691,low
48266,low
51191,high
46586,low
45967,low
115557,low
9158,low
15957,medium
71592,medium
94160,medium
37249,low
120104,low
1182,medium
56430,low
32203,low
63828,low
83006,low
59523,low
115622,low
41555,low
104306,low
92708,low
42228,low
24698,low
4222,low
83700,medium
14045,medium
91409,high
85223,low
116245,low
73019,low
94857,low
89401,low
19786,low
49062,medium
90060,high
23010,low
23155,low
47967,low
80515,low
39799,low
71668,low
61410,low
246,medium
97744,low
37710,low
17474,low
17730,low
571,medium
117960,low
32814,low
38641,low
41187,low
79896,low
61884,medium
42633,medium
104302,low
50682,low
101151,low
7690,low
4417,low
62853,high
40279,medium
91450,low
101698,low
10451,low
120704,low
105544,low
77226,low
35160,medium
37020,medium
65515,medium
97638,low
4025,medium
17438,medium
5737,low
18440,medium
83008,low
11818,low
13135,low
80610,low
14796,low
59573,medium
43745,medium
63424,low
105266,low
84147,low
100598,low
30699,low
61656,low
35435,medium
67217,low
100672,low
92165,low
53369,low
19372,low
61786,low
29368,low
56937,low
41634,low
29528,low
117561,high
94664,medium
86534,low
96973,low
19844,low
7930,low
62340,low
23483,low
120633,low
25215,low
121101,low
69727,low
16021,low
32248,low
50599,low
43359,low
91401,low
40610,low
35169,low
18576,low
122197,low
108902,low
31928,low
4340,low
50615,low
8888,low
33616,medium
23199,low
109001,medium
87194,low
118853,low
85468,medium
104522,low
101772,high
52276,low
70824,low
84120,low
46797,low
26318,low
65805,low
40519,low
107682,low
27819,low
38367,low
74928,low
110506,low
80492,low
76122,low
20822,low
87348,low
54290,low
17374,medium
78645,low
100942,low
22607,medium
112828,low
99625,low
52302,medium
96195,low
58758,low
33673,low
53416,low
83696,low
103582,medium
45118,low
59996,medium
61067,low
25195,medium
39351,low
27600,low
35938,medium
108372,low
27995,low
23100,low
47875,low
109352,medium
95859,low
120159,low
4534,low
75247,low
49499,low
44606,medium
116035,medium
104837,low
120196,low
91309,low
79912,low
71001,low
59514,low
91471,low
27272,low
16633,medium
118871,medium
110531,low
111693,low
35933,medium
21967,low
33661,low
386,low
36889,low
111078,low
106792,low
1758,low
24813,low
123828,low
19087,medium
13199,low
56899,low
106423,medium
116073,low
24636,low
24282,low
116965,low
78665,low
67636,low
58402,medium
13035,low
31713,low
26451,medium
120519,low
22259,medium
76076,low
161,low
116846,low
89817,low
70395,low
120755,low
110079,low
103742,low
116021,low
32270,medium
41017,low
116585,low
26567,low
40908,low
104058,low
15625,low
66107,low
95709,low
11703,low
6459,low
47853,low
96705,low
62165,low
4995,low
43087,low
77404,low
23191,low
112020,low
100377,low
57209,low
15211,low
94775,high
23614,low
69399,low
84948,low
101146,low
115957,low
100526,high
15392,low
18412,low
25367,medium
58782,medium
43143,low
91735,low
10153,low
85875,low
79297,low
66010,low
22225,low
110458,low
64295,low
118493,low
16428,low
43062,high
5550,low
95335,low
13537,medium
46316,low
105237,low
78119,medium
23278,medium
24838,low
80433,low
59034,low
40284,low
79289,medium
67367,low
102059,low
77446,low
16184,low
29941,medium
50757,low
62339,low
45473,low
3000,low
23797,medium
34913,low
63003,low
4209,low
11605,low
70124,low
86377,low
10892,low
69440,medium
8989,low
83315,high
60647,low
29667,low
30825,low
61,low
5163,low
29256,low
21284,medium
91883,high
59264,low
96526,low
71216,low
18277,low
77568,high
96019,low
88561,low
8709,medium
59641,low
114164,low
51663,low
1869,medium
47309,low
66093,low
83044,low
27184,low
34756,low
24045,low
120623,low
79983,high
105314,low
34961,low
21365,low
81240,high
89359,low
103084,medium
9280,low
65614,low
42859,low
72524,low
108596,low
25145,low
97771,low
122066,low
15480,low
116659,low
111604,low
30834,low
110562,low
16409,low
51829,low
65581,low
84177,medium
40485,low
67201,low
28830,low
71785,low
16478,low
82274,low
76250,medium
113647,low
112125,low
77007,low
87630,low
46248,low
105922,low
17963,low
77372,low
98534,low
83159,medium
117013,low
3820,low
34407,low
37782,low
66205,low
10384,low
21998,high
42379,low
30685,low
1644,low
114035,medium
21324,low
59427,low
45703,low
78847,low
90163,low
27089,low
122707,medium
73168,medium
15634,low
98711,low
30666,low
31656,medium
95705,medium
19171,low
58328,low
21774,low
115029,low
49817,low
24001,low
8372,low
85586,low
42273,low
69546,low
18166,low
993,low
120601,low
115723,medium
33809,low
28079,low
53871,medium
76807,low
55147,low
91377,low
19050,low
108517,low
93336,low
111597,low
87301,low
100250,low
61688,low
30750,high
