Id,TARGET
4676,medium
23377,medium
99274,low
28468,low
119857,medium
828,low
114193,low
10229,low
110206,medium
30609,low
61393,medium
16937,high
108180,medium
99134,low
47281,low
70543,low
63012,low
33072,low
89718,low
64338,low
119552,low
85349,low
111830,medium
23488,low
86329,low
6427,medium
55300,low
82855,medium
76253,low
42221,medium
89639,low
110028,low
88362,medium
8468,medium
102883,low
26599,low
98773,low
6402,low
19281,low
51634,low
89005,medium
90049,low
55767,low
56612,medium
122531,low
22600,low
12835,low
62129,medium
116804,low
82269,low
47132,medium
84334,low
15878,low
118617,low
31219,medium
59491,low
116740,medium
68856,low
118979,low
49226,low
68808,low
78571,low
34962,low
122111,low
79032,low
36164,low
50321,medium
116788,low
78372,low
33731,low
106314,medium
40860,low
116222,medium
31424,medium
25281,low
22765,low
106907,low
41678,low
66371,low
58407,low
49928,low
56501,medium
88530,low
121859,low
12893,low
4516,medium
22547,medium
66434,low
15618,low
30443,high
30084,low
12443,low
49366,low
80877,low
117342,medium
62066,low
35408,low
84363,low
88090,medium
79773,low
116427,medium
49652,high
12916,medium
105339,low
100386,low
53459,low
66430,low
60031,low
42819,medium
114910,low
75260,medium
97694,low
120433,medium
74863,low
25409,low
51599,low
93137,low
55346,low
110532,low
3181,low
36703,medium
7855,low
25249,high
115651,medium
118181,medium
12792,low
10151,high
9478,low
113510,low
105185,high
49437,low
55772,low
19693,low
82479,medium
99654,low
111741,low
45009,low
11540,medium
43924,low
79982,low
31799,low
106236,low
122276,medium
80636,medium
75105,medium
70070,low
76063,low
91311,low
24577,low
89246,low
106769,medium
118280,low
39189,low
112475,low
12302,low
88839,low
45819,low
110478,low
61993,low
77902,low
110746,medium
36538,low
5622,low
47439,low
79724,low
17839,low
22031,low
111962,low
98723,medium
18918,low
22629,medium
102114,low
61066,high
36205,low
2377,low
47183,low
122340,low
49522,low
99722,high
9914,low
37345,low
56879,low
107746,medium
37293,low
9775,medium
67762,low
58120,low
77450,low
24488,medium
121054,low
11315,high
75643,low
7723,medium
35403,low
75373,medium
74799,low
35851,low
90769,medium
117030,medium
122984,low
119782,low
73300,low
48792,medium
3295,medium
65311,medium
2256,medium
117834,low
95066,low
121349,low
75353,low
21687,low
120818,low
73058,low
80950,medium
40861,medium
119272,medium
44359,low
2952,medium
56316,medium
8630,low
31901,low
49790,low
109574,medium
63401,low
58723,medium
81193,low
101452,medium
78638,medium
40231,low
64622,medium
87204,low
14239,medium
47851,low
22388,low
109018,low
7869,low
31859,low
77168,medium
78568,low
56281,low
71946,low
123251,low
121372,low
1117,low
79723,low
61580,low
8589,low
19727,low
15004,medium
111412,medium
18719,low
112030,low
11265,medium
83280,low
96427,low
13356,low
18643,high
57291,low
46932,low
59289,low
122346,low
20893,medium
72896,medium
68330,medium
29079,low
2314,medium
38267,medium
10154,low
44415,low
116971,high
67895,medium
3393,low
59163,low
53859,low
49309,low
64317,low
6411,medium
58741,medium
62522,low
122540,low
43624,low
51658,low
95740,low
63724,low
68204,low
51134,medium
97307,low
70717,medium
51362,medium
56892,medium
93908,medium
32961,medium
116552,low
7643,low
122721,medium
115334,medium
48317,low
102622,low
115929,low
121986,low
108016,low
67661,medium
79449,low
114052,low
66197,low
35512,low
3739,low
90291,medium
13581,low
63798,low
12666,low
40423,low
99933,low
40183,low
106645,medium
59330,high
112307,low
30121,low
122891,medium
34687,low
43140,low
75647,medium
29926,medium
113622,low
30623,low
108819,low
25095,low
37276,low
27932,medium
36228,medium
85611,low
67118,low
42064,low
2083,low
3717,low
30654,medium
60670,low
44419,low
20613,low
94453,low
122319,low
29596,low
12635,low
74184,high
92330,low
84318,low
60639,low
95839,medium
14550,low
65682,low
69656,low
91801,medium
111404,low
2273,low
51180,low
76826,medium
119804,high
64624,low
66435,low
84298,medium
17560,low
49997,low
99332,low
85917,medium
69124,low
61359,low
25867,medium
48757,medium
74981,medium
58790,low
10955,medium
10030,low
32680,low
59834,low
30428,low
21206,low
24270,medium
60969,low
118767,low
8620,low
75616,medium
18968,medium
13575,low
80559,medium
25313,low
59591,low
34556,low
107401,low
6213,low
118825,medium
53080,medium
7117,medium
31624,medium
116627,low
38099,medium
123507,high
92965,low
4285,medium
79797,medium
106500,medium
39468,medium
11786,low
41240,low
81397,low
46235,low
45193,low
87488,low
12804,low
77058,medium
71152,medium
1943,low
8588,low
102130,high
52067,low
35812,low
54067,low
30757,low
29423,medium
41680,low
72537,low
10430,low
9265,medium
23131,low
27652,medium
55667,low
13285,medium
45000,low
95062,low
45691,low
29549,low
33523,medium
10662,low
57498,low
77195,high
13862,medium
94114,low
11547,medium
53627,low
74923,medium
2080,medium
110971,low
886,high
95760,medium
9807,low
51320,medium
5331,medium
34297,low
23197,low
110708,low
108552,low
123077,low
64440,low
43338,low
73400,high
116767,high
356,low
70497,low
39088,low
90669,low
77082,low
52077,low
97533,medium
106281,medium
118632,low
62521,low
123672,low
123958,medium
47107,low
37388,low
56585,medium
47947,low
68474,low
107820,medium
28831,low
55618,low
57320,low
2576,low
84353,medium
87901,low
7127,medium
87306,low
47536,low
111372,low
75715,low
38113,medium
64734,low
27405,low
4363,medium
59461,low
120643,low
96994,medium
68905,medium
87081,low
61114,low
14657,low
69278,low
101865,low
51824,low
33342,medium
83524,low
104657,high
22771,medium
43025,low
50581,low
19726,low
117347,low
57403,high
62260,medium
1187,low
8429,low
90864,low
54026,medium
60349,low
82283,low
31079,low
33977,low
76535,medium
17147,medium
24687,low
95922,low
80987,medium
45146,low
35914,low
36258,medium
101285,low
104783,low
85292,low
116517,low
114432,low
78887,low
101008,low
60699,low
72489,low
123895,low
114603,medium
49665,low
111905,low
76549,low
91785,medium
122756,medium
83867,high
65555,low
5523,medium
104848,low
46208,low
39514,medium
65812,low
16048,medium
101349,low
2610,low
64344,low
87683,medium
35428,medium
121483,low
108434,low
103056,low
92558,medium
102119,medium
96389,low
119169,medium
48167,low
64165,low
30197,low
61472,low
44134,low
92501,low
54553,low
27326,medium
58997,low
35868,low
70173,medium
9599,medium
82639,low
15468,low
55967,low
37848,low
108263,low
85577,low
40110,low
15799,low
80454,low
77054,high
103198,low
123529,low
10880,low
6572,medium
117121,low
10516,low
79754,low
893,medium
109981,medium
25980,low
4470,medium
26876,medium
89614,medium
50676,medium
109848,low
121187,medium
95621,low
72867,low
36899,medium
43190,low
80845,low
110083,medium
11241,high
63647,low
11820,low
87287,medium
112324,low
25873,medium
117192,low
80901,medium
34310,low
967,medium
85508,low
86106,low
2471,low
31854,medium
88714,low
89419,low
101574,low
6377,low
18801,low
25852,medium
53081,low
120475,low
28863,medium
79139,low
18899,medium
46491,low
100812,low
84551,low
53199,medium
93635,low
57287,low
67114,medium
57896,medium
21773,medium
49084,medium
115916,low
62072,low
101635,low
3262,low
119110,low
360,low
31022,low
115242,low
37281,medium
9578,low
105091,high
61709,medium
65396,medium
112683,low
11157,medium
86949,low
117985,medium
122666,low
72355,low
31132,low
69975,low
89838,medium
113463,low
80170,low
87383,low
53823,low
103252,low
80868,medium
419,low
3347,low
119861,low
39344,low
69790,low
73457,low
110241,low
46800,low
57931,low
58891,low
5303,medium
101058,low
40005,medium
102586,low
91952,low
67854,low
70920,low
112831,low
40914,low
103447,medium
31184,low
19901,low
92828,low
87312,low
23534,low
13029,low
61798,low
101797,low
99336,medium
96719,low
113068,low
13840,medium
122967,low
11005,low
25751,low
83541,low
18230,low
98214,medium
70405,low
24545,medium
16149,medium
60953,low
68693,medium
111951,low
60628,low
70745,low
39185,medium
110185,low
12336,medium
92616,low
55495,low
72477,high
58515,medium
82851,medium
82767,medium
113135,medium
52076,low
25462,medium
10830,medium
30463,low
98250,medium
86487,low
97585,medium
112279,medium
111900,low
81566,low
20490,medium
84473,medium
2493,medium
2803,medium
117882,low
27617,low
5612,low
60132,low
11727,low
21373,low
102102,low
115034,medium
104158,low
119615,low
1809,low
58000,low
69672,low
45639,medium
122509,low
54096,low
7705,low
35729,low
28647,low
107051,medium
58004,low
66301,medium
57375,medium
22627,low
110112,low
53954,low
55036,low
119626,high
86905,low
89902,medium
70433,high
44936,medium
45487,medium
19570,low
72478,medium
72175,low
116460,low
26914,medium
72516,low
118522,medium
5814,medium
28083,medium
48954,medium
58824,medium
112241,low
2945,high
68230,medium
40853,low
53677,low
52263,high
85967,low
12018,low
83873,low
115009,low
11642,medium
12539,medium
91390,low
63851,low
68969,medium
88548,low
46523,medium
7083,medium
15153,low
71601,low
58618,medium
9365,low
46402,low
56584,low
87444,medium
91957,low
44501,low
63573,low
67889,low
16349,medium
109369,medium
63814,low
104622,low
44520,low
86671,low
5119,medium
4824,medium
106979,low
95524,low
103529,low
5325,low
123223,low
34460,medium
78207,medium
65912,low
113425,high
82116,low
70622,low
73633,low
110504,low
79815,low
117484,low
2280,low
31728,low
25233,medium
95408,low
79115,low
37687,low
84166,low
66194,low
77311,low
27383,low
71143,high
85003,low
31469,low
30531,low
16674,high
43430,low
80892,medium
94955,low
63767,medium
18873,low
122529,low
109533,low
53665,medium
45237,low
76235,low
69250,low
84654,low
8493,medium
14549,medium
7548,low
52098,low
41496,medium
28194,low
47895,low
119870,low
60768,low
13978,low
10666,low
84949,low
56638,low
109299,medium
96912,medium
52130,low
49995,medium
94087,low
74163,low
17777,medium
12766,low
94701,medium
108376,low
61130,low
20739,medium
105888,medium
46880,low
37821,medium
78401,low
62220,low
114157,low
118203,low
60805,low
26609,low
79789,low
76066,low
39013,low
59265,medium
108563,medium
66632,low
107613,low
109997,low
11262,low
4243,low
80920,medium
45316,high
27353,low
118449,medium
102198,low
38344,low
72596,low
59219,medium
34912,high
26771,low
67352,low
117517,low
6132,low
23354,low
73406,medium
72230,low
10360,medium
122413,low
18668,low
76848,medium
43212,low
67077,low
114951,medium
97014,low
83497,low
49751,low
79326,medium
27223,medium
2701,low
25292,low
43725,low
115989,medium
107960,medium
93091,low
57917,high
75274,high
67700,medium
28192,medium
72414,low
1858,medium
90742,low
1180,low
85479,medium
110430,medium
102569,low
86654,high
73912,medium
21644,low
61682,low
100099,low
85360,low
23545,low
45506,low
117480,low
38418,medium
108295,medium
68599,low
78473,medium
44604,low
104779,low
74596,medium
59016,low
2511,medium
23967,low
8816,low
52377,low
73971,low
97391,low
97743,medium
29399,medium
57718,medium
1768,low
46508,low
32823,high
23356,low
11861,high
74208,medium
36665,low
86215,medium
50947,low
107446,medium
24678,low
89330,medium
82514,low
29168,low
84139,low
4411,low
1701,low
41805,low
116907,low
120302,medium
106712,medium
37944,low
117674,medium
69763,low
104544,low
50130,medium
49674,low
22178,low
80015,low
90334,low
36772,low
34159,medium
1574,medium
65813,medium
100170,low
17767,medium
71004,low
29840,medium
64205,low
85218,low
111273,high
118287,medium
50928,low
106642,low
40168,medium
79701,low
52539,low
33646,medium
23385,low
116242,low
102676,high
110944,low
37138,low
87836,medium
47272,low
67229,medium
42182,medium
101012,medium
116337,low
122622,low
25168,low
31997,low
81698,low
85897,low
75925,low
69467,low
114889,medium
77266,high
25612,low
46778,medium
82441,low
104129,medium
31107,low
92315,low
75461,high
21068,medium
29932,medium
86903,low
114231,medium
91540,low
24477,low
33088,medium
106837,low
12935,medium
96538,medium
101106,medium
74445,high
49958,high
6703,low
109159,low
102665,medium
123630,low
74783,low
14155,low
54143,medium
42466,low
32881,low
36214,low
1957,low
92446,low
93910,low
121325,low
69874,low
70535,low
55795,low
13516,low
123648,low
28876,medium
116433,low
87742,low
9135,low
94613,low
100914,low
104320,low
40451,low
35490,low
84144,medium
48315,low
70635,low
74747,high
18419,low
105443,low
99127,low
108271,medium
13798,medium
79014,low
77048,medium
117944,low
88129,medium
3611,medium
97432,medium
48359,low
65130,high
85338,medium
72042,low
17796,medium
117720,low
34151,low
11160,high
45899,medium
2708,low
92178,high
81242,low
40206,medium
120169,low
13339,low
110906,medium
89711,low
46535,medium
54800,low
52054,medium
47889,low
36910,medium
23860,low
38678,medium
14204,low
43548,medium
119628,low
110844,low
122618,medium
70586,medium
15156,medium
66565,low
1522,low
60163,medium
61848,medium
12672,high
31891,medium
77727,medium
50760,low
3867,medium
84506,low
1298,low
114327,low
10770,low
54022,low
117383,low
75674,low
95953,medium
120217,low
3302,low
49102,low
88296,low
63411,medium
37252,low
118821,low
58291,low
66212,low
98622,low
83359,low
103429,low
87751,low
23753,low
17729,high
51028,low
112344,low
25557,low
10454,medium
114355,medium
115027,low
47070,low
121747,high
12388,low
9838,low
18076,medium
74571,medium
92018,low
48213,low
44867,medium
16355,low
84151,low
85475,low
70758,medium
24091,medium
59994,low
49194,high
83097,low
52702,low
29510,medium
7056,medium
4001,high
20895,medium
6499,low
118459,medium
103772,low
116016,low
73930,medium
121201,low
88623,low
89022,medium
102073,medium
107891,low
19235,low
65147,low
106976,medium
46642,medium
96429,medium
87200,low
10086,low
6786,low
115017,low
101523,low
107695,low
120912,low
78883,low
54135,low
10034,low
90290,medium
116901,low
88722,medium
42922,high
1934,low
69915,low
47470,low
42888,medium
42632,low
31614,low
10085,low
84069,medium
69287,low
52648,low
123585,medium
37483,low
71568,low
7428,medium
40766,low
98117,low
39899,low
18974,low
7199,medium
54761,low
74326,medium
65757,medium
88168,low
10648,low
42400,low
64879,low
22210,low
51862,low
42324,medium
2615,low
112953,low
122483,low
110193,medium
79981,low
92260,low
7323,medium
60653,low
28249,low
101041,medium
77088,medium
89240,medium
63489,low
42918,medium
43632,low
103069,low
114657,medium
13927,low
51871,low
11301,low
11081,low
87412,low
6327,low
59065,high
76597,low
90183,medium
114865,low
115563,low
56104,low
13349,medium
12977,low
75806,low
38433,medium
122631,low
95385,medium
9033,medium
99984,low
47679,medium
59301,low
30309,medium
120231,medium
71890,medium
97708,medium
99362,medium
75081,low
36419,low
107418,low
122124,low
108609,low
24471,low
99639,low
105627,low
114077,low
2112,low
123059,low
15806,medium
104569,low
4261,low
88557,low
75989,low
74762,low
121425,low
67281,low
14536,low
46119,low
28642,low
36163,medium
102409,low
43931,low
72235,low
89813,low
14166,low
100976,medium
97987,low
52688,medium
49749,low
15441,medium
21057,low
93041,medium
39377,low
45426,low
5420,medium
115999,low
44509,low
28595,medium
52243,low
16501,low
78007,medium
68582,high
36885,low
11313,low
63877,medium
94739,medium
69717,low
31000,low
24201,low
33176,high
75575,low
63423,low
91757,low
84398,low
97282,low
63529,low
1761,low
79591,low
35616,medium
102485,low
61202,medium
1041,low
96475,low
18490,low
114089,low
21692,low
69339,medium
54633,low
90495,low
15063,high
114868,medium
111362,medium
60970,high
54613,low
40256,low
53816,low
5326,low
61730,medium
66323,low
114498,low
101380,low
103898,low
48584,medium
117890,medium
8314,low
77306,high
58557,medium
74081,low
102646,medium
106662,low
16638,low
90259,low
17075,low
3096,medium
63930,medium
75199,medium
114452,medium
103032,medium
56551,low
27737,low
5945,low
44782,low
38457,medium
11022,low
71723,low
111184,low
74466,high
121939,low
90942,low
66013,low
25648,low
118502,medium
11591,medium
117332,low
105573,low
26503,low
78942,medium
56230,low
117046,medium
87461,low
116428,low
117968,low
113904,low
7640,low
28796,medium
11154,medium
102521,medium
84202,low
66423,medium
25668,medium
109788,medium
109371,low
112062,low
78276,medium
53786,low
16743,low
41723,low
87092,low
122901,low
55887,low
115597,medium
58126,low
46153,low
97454,low
99700,medium
119745,low
38864,medium
104012,low
76888,medium
54445,low
40098,medium
23108,medium
1707,medium
98503,low
34366,low
13076,medium
87485,medium
92824,low
96210,low
10527,medium
90824,low
2223,medium
53126,low
5526,low
742,low
43474,low
97288,low
4119,low
18610,low
14968,low
115462,low
71017,low
28196,low
19749,low
3644,low
24173,low
63515,low
52511,medium
86617,medium
43202,low
40618,high
114804,low
104074,low
55051,medium
13180,low
102886,low
80370,high
2381,low
117572,low
39223,high
83797,low
26212,medium
104640,low
26092,medium
14798,medium
9520,low
37310,low
122870,high
68638,medium
47111,low
108378,low
19543,medium
43485,medium
63793,low
68795,low
106401,low
80923,low
67436,low
31280,medium
93344,low
115109,low
24088,low
48398,high
109185,low
74817,low
27128,low
66031,low
77300,medium
30815,medium
25300,medium
40555,low
38089,low
1348,medium
120817,medium
39402,low
96347,high
26397,low
69228,medium
87620,low
16366,low
1908,medium
59033,medium
29660,low
119682,low
27324,medium
26998,low
36215,medium
99364,low
60737,low
5793,medium
119553,high
77167,low
71090,low
7795,high
33028,low
47884,medium
14744,low
108938,low
109781,low
68004,medium
98994,high
86398,low
99668,medium
29112,medium
105455,low
28752,low
19649,low
7436,medium
92761,medium
56390,low
79712,high
90111,low
87386,low
80026,medium
55073,low
106001,low
62276,low
32058,medium
78208,low
5585,low
15973,low
35101,low
9072,low
80632,low
77844,high
58194,low
96690,low
110931,low
89860,low
1578,low
19921,low
54407,low
30326,medium
69980,low
19078,low
12752,low
5216,medium
84647,high
120251,low
106037,low
761,medium
100172,medium
18672,low
55682,low
52178,medium
3957,low
113325,low
78420,low
45184,low
111244,low
9022,low
100014,low
121604,low
80855,low
111503,low
85879,medium
58827,medium
83924,medium
111748,low
32780,medium
55652,medium
27126,medium
79997,medium
8686,low
62441,low
35389,low
110614,low
70677,medium
34671,low
8149,low
83938,high
91272,medium
56233,medium
24507,medium
97618,medium
58252,medium
21567,low
17516,low
120425,low
81465,low
60451,medium
84612,low
97604,low
99414,low
112970,low
56549,high
62023,medium
103910,medium
13632,high
99509,low
114361,low
115726,low
96015,low
24376,medium
117618,low
48433,low
103550,low
100151,medium
66912,low
38688,medium
98839,low
30901,low
48018,low
73208,low
41535,medium
4386,low
118578,low
19006,low
56730,low
48106,medium
52788,low
106718,low
109405,medium
30331,low
26368,medium
22367,low
112269,medium
69258,medium
45776,low
28880,low
108066,high
104598,low
56419,medium
91082,medium
40046,low
97352,medium
57508,medium
22099,low
115064,low
109218,low
48150,low
34794,low
68877,medium
103352,low
123427,low
77930,low
12593,medium
61137,medium
99174,low
113211,low
85210,medium
26383,low
11560,medium
64491,medium
55545,low
37403,medium
113173,low
10999,low
119814,low
20118,low
43820,low
21577,medium
82054,low
98670,low
28175,low
23609,low
40573,low
26721,low
466,medium
101416,medium
61424,low
74750,low
67171,low
85136,medium
38527,low
59202,low
39936,low
8215,low
114332,low
38585,low
95852,medium
89965,low
72907,low
72419,low
104986,medium
72034,medium
105245,medium
123253,low
38498,low
59308,medium
110149,low
76865,medium
60309,high
103190,low
35972,medium
16406,low
9059,low
74883,high
36619,low
79609,high
83161,medium
5708,low
119171,low
67004,medium
95159,low
120956,low
84806,low
52364,low
33299,low
118842,low
13034,low
115782,medium
97419,medium
75201,low
16486,low
19884,low
36591,medium
119473,low
103833,medium
44193,low
107949,medium
49974,low
47436,low
105074,low
36416,low
104087,low
79361,low
26554,low
111788,low
66246,high
118104,low
63142,low
24474,low
95048,medium
98453,medium
44246,low
47137,low
56866,low
70177,low
103482,low
31718,low
7070,medium
22956,low
115880,low
110466,low
43260,low
9384,low
69942,low
113527,low
21118,low
47993,low
24521,low
47481,low
55127,medium
91216,medium
18255,low
104884,low
70042,low
83653,low
21768,low
74564,low
116023,medium
115846,medium
44088,low
121137,low
59542,medium
8958,low
118399,medium
18154,low
47493,medium
52482,low
41477,medium
66661,low
95218,low
101956,low
35950,low
75447,high
36938,low
15789,low
101947,medium
23118,low
29835,low
12661,high
36576,low
118359,low
45669,low
79670,medium
116899,low
1432,low
70576,low
100837,low
121764,low
85840,low
79810,medium
95702,low
29654,medium
68945,low
25029,medium
83588,low
79715,low
31216,low
81514,low
79366,medium
94880,low
61442,low
8437,medium
22861,low
27824,low
115056,low
85882,low
84044,medium
62542,high
64028,medium
14684,medium
90599,low
80924,low
81715,medium
103611,low
30580,medium
106023,low
49643,medium
62388,low
81040,medium
86256,medium
82,low
56951,low
98058,low
123545,low
1596,low
48796,low
33269,medium
109455,low
40872,low
30287,medium
17024,medium
83398,low
113103,high
85006,low
10055,low
93402,low
122224,low
99180,low
106287,low
32402,medium
20633,low
110398,low
647,low
78288,low
93737,low
2713,low
79484,medium
42475,low
73235,low
33216,medium
16863,medium
91767,medium
29293,low
48933,low
79739,low
99347,low
39793,medium
28974,low
79828,low
92354,low
25144,low
45328,low
116320,medium
105649,low
12313,low
25728,low
32024,low
2429,medium
34806,medium
16251,medium
64443,low
45727,low
114691,medium
48266,low
51191,medium
46586,medium
45967,low
115557,low
9158,low
15957,low
71592,medium
94160,low
37249,low
120104,low
1182,medium
56430,medium
32203,low
63828,low
83006,low
59523,low
115622,medium
41555,low
104306,low
92708,low
42228,low
24698,low
4222,low
83700,medium
14045,medium
91409,high
85223,medium
116245,low
73019,low
94857,low
89401,low
19786,low
49062,low
90060,low
23010,medium
23155,low
47967,low
80515,medium
39799,medium
71668,high
61410,low
246,low
97744,low
37710,medium
17474,low
17730,low
571,low
117960,medium
32814,low
38641,medium
41187,low
79896,low
61884,medium
42633,medium
104302,low
50682,high
101151,low
7690,low
4417,medium
62853,high
40279,medium
91450,low
101698,low
10451,low
120704,low
105544,low
77226,high
35160,medium
37020,low
65515,medium
97638,medium
4025,medium
17438,low
5737,high
18440,medium
83008,low
11818,low
13135,medium
80610,low
14796,medium
59573,low
43745,low
63424,low
105266,low
84147,low
100598,low
30699,low
61656,medium
35435,medium
67217,low
100672,medium
92165,low
53369,medium
19372,low
61786,low
29368,low
56937,low
41634,low
29528,low
117561,medium
94664,medium
86534,low
96973,low
19844,medium
7930,low
62340,low
23483,medium
120633,medium
25215,medium
121101,low
69727,low
16021,low
32248,low
50599,medium
43359,low
91401,low
40610,low
35169,low
18576,low
122197,medium
108902,medium
31928,low
4340,low
50615,low
8888,low
33616,high
23199,low
109001,high
87194,low
118853,low
85468,medium
104522,low
101772,medium
52276,low
70824,low
84120,low
46797,low
26318,low
65805,medium
40519,low
107682,medium
27819,low
38367,low
74928,low
110506,medium
80492,medium
76122,low
20822,low
87348,low
54290,low
17374,medium
78645,low
100942,low
22607,medium
112828,low
99625,medium
52302,medium
96195,low
58758,low
33673,low
53416,low
83696,medium
103582,medium
45118,low
59996,medium
61067,low
25195,low
39351,medium
27600,low
35938,high
108372,low
27995,low
23100,medium
47875,medium
109352,medium
95859,low
120159,medium
4534,low
75247,medium
49499,medium
44606,low
116035,high
104837,low
120196,low
91309,low
79912,low
71001,medium
59514,low
91471,low
27272,medium
16633,medium
118871,low
110531,low
111693,medium
35933,high
21967,low
33661,medium
386,low
36889,low
111078,medium
106792,low
1758,medium
24813,low
123828,low
19087,low
13199,low
56899,medium
106423,low
116073,low
24636,low
24282,low
116965,low
78665,high
67636,low
58402,medium
13035,low
31713,low
26451,high
120519,medium
22259,medium
76076,low
161,low
116846,low
89817,low
70395,low
120755,medium
110079,low
103742,medium
116021,medium
32270,medium
41017,low
116585,low
26567,medium
40908,low
104058,medium
15625,low
66107,medium
95709,low
11703,medium
6459,high
47853,low
96705,medium
62165,low
4995,low
43087,low
77404,low
23191,low
112020,low
100377,low
57209,low
15211,low
94775,medium
23614,low
69399,low
84948,low
101146,low
115957,medium
100526,high
15392,medium
18412,low
25367,medium
58782,low
43143,low
91735,high
10153,low
85875,medium
79297,low
66010,medium
22225,medium
110458,low
64295,low
118493,low
16428,low
43062,medium
5550,medium
95335,low
13537,low
46316,low
105237,medium
78119,medium
23278,low
24838,low
80433,medium
59034,low
40284,low
79289,low
67367,medium
102059,low
77446,medium
16184,low
29941,low
50757,low
62339,low
45473,low
3000,low
23797,low
34913,medium
63003,low
4209,low
11605,low
70124,medium
86377,low
10892,low
69440,medium
8989,low
83315,medium
60647,low
29667,low
30825,low
61,medium
5163,medium
29256,low
21284,low
91883,high
59264,low
96526,low
71216,medium
18277,low
77568,medium
96019,medium
88561,low
8709,medium
59641,low
114164,low
51663,medium
1869,low
47309,medium
66093,low
83044,low
27184,low
34756,medium
24045,low
120623,low
79983,medium
105314,medium
34961,low
21365,low
81240,low
89359,low
103084,low
9280,low
65614,medium
42859,low
72524,medium
108596,medium
25145,low
97771,low
